frag_new,frag_old,qid,p,version_status,old_qid,id_type
Subdistrict_Syria,Subdistrict-Syria,Q12249051,owl:equivalentClass,REVISED,,rc
Subdivision_Kiev,Subdivision-Kiev,Q4057659,owl:equivalentClass,REVISED,,rc
Subdivision_RealEstate,Subdivision-RealEstate,Q449111,owl:equivalentClass,REVISED,,rc
SubjectiveExperience,Qualia,Q282250,owl:equivalentClass,REVISED,,rc
SubluxatingSomething,VertebralSubluxation,Q1362819,owl:equivalentClass,REVISED,,rc
SubmachineGun_HecklerUndKochMP5,SubmachineGun-HecklerUndKochMP5,Q155901,owl:equivalentClass,REVISED,,rc
SubmachineGun_Thompson,SubmachineGun-Thompson,Q269593,owl:equivalentClass,REVISED,,rc
SubmachineGun_Uzi,SubmachineGun-Uzi,Q155644,owl:equivalentClass,REVISED,,rc
Submarine_Military,Submarine-Military,Q5458453,owl:equivalentClass,REVISED,,rc
SubseaWellService,SubseaWellEquipmentMaintenanceService,Q14898686,owl:equivalentClass,REVISED,,rc
Subsist_EconomicEvent,Subsist-EconomicEvent,Q6641729,owl:equivalentClass,REVISED,,rc
Substation,TransformerSubstation,Q174814,owl:equivalentClass,REVISED,,rc
SubtropicalForest,TropicalAndSubtropicalMoistBroadleafForest,Q158579,owl:equivalentClass,REVISED,,rc
Subway_Restaurant,Subway-Restaurant,Q244457,owl:equivalentClass,REVISED,,rc
SubwayTransport,RapidTransit,Q5503,owl:equivalentClass,REVISED,,rc
Succulent_Plant,Succulent-Plant,Q189939,owl:equivalentClass,REVISED,,rc
Sugar_Table,Sugar-Table,Q4027534,owl:equivalentClass,REVISED,,rc
SugarbeetSugarcaneProduction,SugarBeetPlant,Q151964,owl:equivalentClass,REVISED,,rc
SugarFreeEdibleStuff,SugarSubstitute,Q626292,owl:equivalentClass,REVISED,,rc
SugarMolecule,Sugar,Q11002,owl:equivalentClass,REVISED,,rc
SukhoiSu_33,SukhoiSu-33,Q332637,owl:equivalentClass,REVISED,,rc
SukhoiSu_35,SukhoiSu-35,Q245275,owl:equivalentClass,REVISED,,rc
SukhoiSu_37,SukhoiSu-37,Q459133,owl:equivalentClass,REVISED,,rc
SukhoiSu_9,SukhoiSu-9,Q1079225,owl:equivalentClass,REVISED,,rc
Sulfite,SulfiteIon,Q413363,owl:equivalentClass,REVISED,,rc
Sultan_HeadOfState,Sultan-HeadOfState,Q43292,owl:equivalentClass,REVISED,,rc
SultanKudarat_ProvincePhilippines,SultanKudarat-ProvincePhilippines,Q13885,owl:equivalentClass,REVISED,,rc
Sulu_ProvincePhilippines,Sulu-ProvincePhilippines,Q13887,owl:equivalentClass,REVISED,,rc
SumatraIsland_Indonesia,SumatraIsland-Indonesia,Q3492,owl:equivalentClass,REVISED,,rc
Summons_Legal,Summons-Legal,Q708245,owl:equivalentClass,REVISED,,rc
Sumo_TheGame,Sumo-TheGame,Q40561,owl:equivalentClass,REVISED,,rc
Sunflower_Plant,Sunflower-Plant,Q26949,owl:equivalentClass,REVISED,,rc
SunniMuslim,SunniIslam,Q483654,owl:equivalentClass,REVISED,,rc
SunOS_OperatingSystem,SunOS-OperatingSystem,Q1208460,owl:equivalentClass,REVISED,,rc
SuperchargedEngine,Supercharger,Q1079988,owl:equivalentClass,REVISED,,rc
Supercomputing,Supercomputer,Q121117,owl:equivalentClass,REVISED,,rc
SuperEtendard_Fighter,SuperEtendard-Fighter,Q723756,owl:equivalentClass,REVISED,,rc
Superintendent_Police,Superintendent-Police,Q2437271,owl:equivalentClass,REVISED,,rc
Superliner_Railcar,Superliner-Railcar,Q728866,owl:equivalentClass,REVISED,,rc
SupplierRelationship,SupplyChain,Q1824206,owl:equivalentClass,REVISED,,rc
SupplyChainManagementSoftware,SupplyChainManagement,Q492886,owl:equivalentClass,REVISED,,rc
SupportUnit_MilitarySpecialty,SupportUnit-MilitarySpecialty,Q5150724,owl:equivalentClass,REVISED,,rc
Supremacist,EthnicSupremacy,Q1031455,owl:equivalentClass,REVISED,,rc
Surface_Roughness,Surface-Roughness,Q114817,owl:equivalentClass,REVISED,,rc
SurfaceLayer_TopSurface,Topsoil,Q1247456,owl:equivalentClass,REVISED,,rc
SurfaceRegion,Surface,Q484298,owl:equivalentClass,REVISED,,rc
SurfaceToAirMissile_Crotale,SurfaceToAirMissile-Crotale,Q1141594,owl:equivalentClass,REVISED,,rc
SurfaceToAirMissile_Redeye,SurfaceToAirMissile-Redeye,Q1388613,owl:equivalentClass,REVISED,,rc
SurfaceToAirMissile_Stinger,SurfaceToAirMissile-Stinger,Q223697,owl:equivalentClass,REVISED,,rc
SurfaceToSurfaceMissile_Ballistic,BallisticMissile,Q179348,owl:equivalentClass,REVISED,,rc
Surfing_Accessory,Surfing-Accessory,Q3300037,owl:equivalentClass,REVISED,,rc
SurgicalPliersRelated,Forceps,Q1378235,owl:equivalentClass,REVISED,,rc
SurgicalSpecialty,Surgery,Q40821,owl:equivalentClass,REVISED,,rc
SurigaodelNorte_ProvincePhilippines,SurigaodelNorte-ProvincePhilippines,Q13889,owl:equivalentClass,REVISED,,rc
SurigaodelSur_ProvincePhilippines,SurigaodelSur-ProvincePhilippines,Q13891,owl:equivalentClass,REVISED,,rc
Suture_Thread,Suture-Thread,Q32965486,owl:equivalentClass,REVISED,,rc
Suwalki_ProvincePoland,Suwalki-ProvincePoland,Q1755166,owl:equivalentClass,REVISED,,rc
SvayRieng_ProvinceCambodia,SvayRieng-ProvinceCambodia,Q7651772,owl:equivalentClass,REVISED,,rc
Svetlana_classCruiser,Svetlana-classCruiser,Q2606976,owl:equivalentClass,REVISED,,rc
Swallow_tailedGull,Swallow-tailedGull,Q1052818,owl:equivalentClass,REVISED,,rc
Swaziland,Eswatini,Q1050,owl:equivalentClass,REVISED,,rc
SweetPotato_Foodstuff,SweetPotatoPlant,Q37937,owl:equivalentClass,REVISED,,rc
Swelling_Condition,Swelling-Condition,Q109186,owl:equivalentClass,REVISED,,rc
Swietokrzyskie_ProvincePoland,Swietokrzyskie-ProvincePoland,Q54183,owl:equivalentClass,REVISED,,rc
Swiftsure_classBattleship,Swiftsure-classBattleship,Q2299728,owl:equivalentClass,REVISED,,rc
Swimming_Generic,Swimming-Generic,Q31920,owl:equivalentClass,REVISED,,rc
Swimming_Underwater,UnderwaterDiving,Q179643,owl:equivalentClass,REVISED,,rc
Swingset,Swing,Q188688,owl:equivalentClass,REVISED,,rc
Swiss_Cheese,Swiss-Cheese,Q4117114,owl:equivalentClass,REVISED,,rc
Switch_Network,Switch-Network,Q4503,owl:equivalentClass,REVISED,,rc
Sword_tailNewt,Sword-tailNewt,Q393887,owl:equivalentClass,REVISED,,rc
SymbolicThing,Symbol,Q80071,owl:equivalentClass,REVISED,,rc
Synagogue_LocalCongregation,Synagogue,Q34627,owl:equivalentClass,REVISED,,rc
SynchronicityOfComplexAction,Synchronicity,Q1121101,owl:equivalentClass,REVISED,,rc
SynchronisedSwimming_2011WorldAquaticsChampionship,SynchronisedSwimming-2011WorldAquaticsChampionship,Q1191145,owl:equivalentClass,REVISED,,rc
Syndrome,AilmentConditionTypeBySyndrome,Q179630,owl:equivalentClass,REVISED,,rc
Synth_Pop,Synth-Pop,Q1298934,owl:equivalentClass,REVISED,,rc
Synthesis_Generic,Synthesis-Generic,Q223842,owl:equivalentClass,REVISED,,rc
SyntheticChemistry,ChemicalSynthesis,Q273499,owl:equivalentClass,REVISED,,rc
SyntheticFiber,SyntheticMaterial,Q5856,owl:equivalentClass,REVISED,,rc
Syrah_Wine,SyrahGrape,Q332720,owl:equivalentClass,REVISED,,rc
SyriacWriting,SyriacLanguage,Q33538,owl:equivalentClass,REVISED,,rc
Syrphidae,Hoverfly,Q217905,owl:equivalentClass,REVISED,,rc
Systematics_Taxonomy,Systematics-Taxonomy,Q3516404,owl:equivalentClass,REVISED,,rc
Systemic_venous_system,Systemic-venous-system,Q7663824,owl:equivalentClass,REVISED,,rc
SystemicVein,Systemic-venous-system,Q7663824,owl:equivalentClass,REVISED,,rc
Szczecin_ProvincePoland,Szczecin-ProvincePoland,Q393,owl:equivalentClass,REVISED,,rc
T_Shirt,T-Shirt,Q131151,owl:equivalentClass,REVISED,,rc
T_Tubule,T-Tubule,Q2983734,owl:equivalentClass,REVISED,,rc
T2_Mycotoxin,T2-Mycotoxin,Q421570,owl:equivalentClass,REVISED,,rc
Tabanidae,Horse-fly,Q228241,owl:equivalentClass,REVISED,,rc
Tabasco_StateMexico,Tabasco-StateMexico,Q80914,owl:equivalentClass,REVISED,,rc
Tabernacle_Building,Tabernacle-Building,Q7673025,owl:equivalentClass,REVISED,,rc
Tabernacle_ReligiousObject,Tabernacle-ReligiousObject,Q932698,owl:equivalentClass,REVISED,,rc
Table_PieceOfFurniture,Table-PieceOfFurniture,Q14748,owl:equivalentClass,REVISED,,rc
TableSalt,Salt,Q11254,owl:equivalentClass,REVISED,,rc
TableSpoon_MeasuringTool,TableSpoon-MeasuringTool,Q2002583,owl:equivalentClass,REVISED,,rc
TabunGas,Tabun,Q143289,owl:equivalentClass,REVISED,,rc
Tachypleus,Heterolimulus,Q1929002,owl:equivalentClass,REVISED,,rc
TacoBell_Restaurant,TacoBell-Restaurant,Q752941,owl:equivalentClass,REVISED,,rc
TacoCabana_Restaurant,TacoCabana-Restaurant,Q12070488,owl:equivalentClass,REVISED,,rc
Tadorna,Shelduck,Q46316,owl:equivalentClass,REVISED,,rc
Tag,Label,Q722218,owl:equivalentClass,REVISED,,rc
Tag_IBO,Tag-IBO,Q658349,owl:equivalentClass,REVISED,,rc
Tai_NeuaLanguage,Tai-NeuaLanguage,Q749720,owl:equivalentClass,REVISED,,rc
TaiChiActivity,TaiChiChuan,Q167987,owl:equivalentClass,REVISED,,rc
TaiKadaiLanguages,DaicLanguageFamily,Q34171,owl:equivalentClass,REVISED,,rc
Tail_BodyPart,Tail-BodyPart,Q60960,owl:equivalentClass,REVISED,,rc
Tailor_Professional,Tailor-Professional,Q242468,owl:equivalentClass,REVISED,,rc
Taiwan_RepublicOfChina,RepublicOfChina,Q865,owl:equivalentClass,REVISED,,rc
TaiwanesePerson,TaiwanesePeople,Q707133,owl:equivalentClass,REVISED,,rc
TakeOff_Flight,TakeOff-Flight,Q854248,owl:equivalentClass,REVISED,,rc
Takev_ProvinceCambodia,Takev-ProvinceCambodia,Q613345,owl:equivalentClass,REVISED,,rc
Takhar_ProvinceAfghanistan,Takhar-ProvinceAfghanistan,Q186395,owl:equivalentClass,REVISED,,rc
TakingANap,PowerNap,Q2142393,owl:equivalentClass,REVISED,,rc
Taleggio_Cheese,Taleggio-Cheese,Q775835,owl:equivalentClass,REVISED,,rc
TaliabuIsland_Indonesia,TaliabuIsland-Indonesia,Q676084,owl:equivalentClass,REVISED,,rc
Talking,Speaking,Q52946,owl:equivalentClass,REVISED,,rc
Tamanghasset_ProvinceAlgeria,Tamanghasset-ProvinceAlgeria,Q205792,owl:equivalentClass,REVISED,,rc
Tamaulipas_StateMexico,Tamaulipas-StateMexico,Q80007,owl:equivalentClass,REVISED,,rc
Tambora_Volcano,Tambora-Volcano,Q168714,owl:equivalentClass,REVISED,,rc
Tammuz_JewishMonth,Tammuz-JewishMonth,Q549619,owl:equivalentClass,REVISED,,rc
Tampon_Feminine,Tampon-Feminine,Q976338,owl:equivalentClass,REVISED,,rc
Tango_StyleOfDance,Tango-StyleOfDance,Q338450,owl:equivalentClass,REVISED,,rc
Tank_Vehicle,Tank,Q12876,owl:equivalentClass,REVISED,,rc
TankUnit_MilitarySpecialty,TankUnit-MilitarySpecialty,Q7683457,owl:equivalentClass,REVISED,,rc
Tannery_Organization,Tannery-Organization,Q365461,owl:equivalentClass,REVISED,,rc
TanoanLanguage,TanoanLanguageFamily,Q386288,owl:equivalentClass,REVISED,,rc
TantalumOre,Tantalum,Q1123,owl:equivalentClass,REVISED,,rc
TapDancer,Dancer,Q5716684,owl:equivalentClass,REVISED,,rc
Tapoa_ProvinceBurkinaFaso,Tapoa-ProvinceBurkinaFaso,Q621983,owl:equivalentClass,REVISED,,rc
Tapping_Hitting,Tapping-Hitting,Q203598,owl:equivalentClass,REVISED,,rc
Target_Device,Target-Device,Q852162,owl:equivalentClass,REVISED,,rc
Tarlac_ProvincePhilippines,Tarlac-ProvincePhilippines,Q13892,owl:equivalentClass,REVISED,,rc
Tarnobrzeg_ProvincePoland,Tarnobrzeg-ProvincePoland,Q28516,owl:equivalentClass,REVISED,,rc
Tarnow_ProvincePoland,Tarnow-ProvincePoland,Q106281,owl:equivalentClass,REVISED,,rc
TaskGroup_MilitaryEchelon,TaskGroup-MilitaryEchelon,Q4677211,owl:equivalentClass,REVISED,,rc
Tattoo,Tattooing,Q43006,owl:equivalentClass,REVISED,,rc
Taurus_Constellation,Taurus-Constellation,Q10570,owl:equivalentClass,REVISED,,rc
Taurus_TheSign,Taurus-TheSign,Q435189,owl:equivalentClass,REVISED,,rc
Tavush_ProvinceArmenia,Tavush-ProvinceArmenia,Q201140,owl:equivalentClass,REVISED,,rc
Tawitawi_ProvincePhilippines,Tawitawi-ProvincePhilippines,Q13893,owl:equivalentClass,REVISED,,rc
Tax_COC,Tax-COC,Q8161,owl:equivalentClass,REVISED,,rc
TaxCollectionService,TaxAgency,Q573607,owl:equivalentClass,REVISED,,rc
TaxShelter_Action,TaxShelter-Action,Q4358351,owl:equivalentClass,REVISED,,rc
TayNinh_ProvinceVietnam,TayNinh-ProvinceVietnam,Q130391,owl:equivalentClass,REVISED,,rc
Tchoukball_SportsGame,Tchoukball-SportsGame,Q659707,owl:equivalentClass,REVISED,,rc
Tcl_ProgrammingLanguage,Tcl-ProgrammingLanguage,Q5288,owl:equivalentClass,REVISED,,rc
Tea_Iced,Tea-Iced,Q348958,owl:equivalentClass,REVISED,,rc
TeaRoom_Organization,TeaRoom-Organization,Q2914283,owl:equivalentClass,REVISED,,rc
Tebessa_ProvinceAlgeria,Tebessa-ProvinceAlgeria,Q267224,owl:equivalentClass,REVISED,,rc
Technology,Technology-Artifact,Q11016,owl:equivalentClass,REVISED,,rc
Technology_Artifact,Technology-Artifact,Q11016,owl:equivalentClass,REVISED,,rc
TechnologySystem,Technology-Artifact,Q11016,owl:equivalentClass,REVISED,,rc
Tegetthoff_classBattleship,Tegetthoff-classBattleship,Q680972,owl:equivalentClass,REVISED,,rc
Tehran_ProvinceIran,Tehran-ProvinceIran,Q3616,owl:equivalentClass,REVISED,,rc
Telephone_poleBeetle,Telephone-poleBeetle,Q132978,owl:equivalentClass,REVISED,,rc
TelephoneDirectory_Reverse,TelephoneDirectory-Reverse,Q1671730,owl:equivalentClass,REVISED,,rc
TelephoneJack,TelephonePlug,Q956085,owl:equivalentClass,REVISED,,rc
Telescopium_Constellation,Telescopium-Constellation,Q10546,owl:equivalentClass,REVISED,,rc
TelevisionProgramming,MediaProgramming,Q374638,owl:equivalentClass,REVISED,,rc
TelevisionTuner,TVTunerCard,Q4348,owl:equivalentClass,REVISED,,rc
Tellurium_124,IsotopeOfTellurium,Q1190435,owl:equivalentClass,REVISED,,rc
TelluriumCompound,Tellurium,Q1100,owl:equivalentClass,REVISED,,rc
TenDollarBill_US,TenDollarBill-US,Q4159284,owl:equivalentClass,REVISED,,rc
Tenebrionidae,DarklingBeetle,Q615799,owl:equivalentClass,REVISED,,rc
Tenericutes,Tenericutes-Division,Q908484,owl:equivalentClass,REVISED,,rc
Tenerife_Island,Tenerife-Island,Q40846,owl:equivalentClass,REVISED,,rc
Tennessee_State,Tennessee-State,Q1509,owl:equivalentClass,REVISED,,rc
Tenor_Singer,Tenor-Singer,Q27914,owl:equivalentClass,REVISED,,rc
Terceira_Island,Terceira-Island,Q215074,owl:equivalentClass,REVISED,,rc
Term_LifeInsurance,Term-LifeInsurance,Q2630407,owl:equivalentClass,REVISED,,rc
Terminal_TransferPoint,Terminal-TransferPoint,Q2175765,owl:equivalentClass,REVISED,,rc
Terra_Planetary,Terra-Planetary,Q3518514,owl:equivalentClass,REVISED,,rc
Terrace_Topographical,Terrace-Topographical,Q828581,owl:equivalentClass,REVISED,,rc
Terrapin,FreshwaterTurtle,Q7703292,owl:equivalentClass,REVISED,,rc
Terrier_Airedale,Terrier-Airedale,Q37617,owl:equivalentClass,REVISED,,rc
Terrier_AmericanStaffordshire,Terrier-AmericanStaffordshire,Q37612,owl:equivalentClass,REVISED,,rc
Terrier_Australian,Terrier-Australian,Q37530,owl:equivalentClass,REVISED,,rc
Terrier_Bedlington,Terrier-Bedlington,Q37582,owl:equivalentClass,REVISED,,rc
Terrier_Border,Terrier-Border,Q37558,owl:equivalentClass,REVISED,,rc
Terrier_Boston,Terrier-Boston,Q37550,owl:equivalentClass,REVISED,,rc
Terrier_Bull,Terrier-Bull,Q38322,owl:equivalentClass,REVISED,,rc
Terrier_FunctionalGroup,Terrier-FunctionalGroup,Q38984,owl:equivalentClass,REVISED,,rc
Terrier_Irish,Terrier-Irish,Q38644,owl:equivalentClass,REVISED,,rc
Terrier_KerryBlue,Terrier-KerryBlue,Q38025,owl:equivalentClass,REVISED,,rc
Terrier_Lakeland,Terrier-Lakeland,Q38110,owl:equivalentClass,REVISED,,rc
Terrier_Manchester,Terrier-Manchester,Q38387,owl:equivalentClass,REVISED,,rc
Terrier_Norfolk,Terrier-Norfolk,Q38940,owl:equivalentClass,REVISED,,rc
Terrier_Norwich,Terrier-Norwich,Q38934,owl:equivalentClass,REVISED,,rc
Terrier_Scottish,Terrier-Scottish,Q39035,owl:equivalentClass,REVISED,,rc
Terrier_Sealyham,Terrier-Sealyham,Q39068,owl:equivalentClass,REVISED,,rc
Terrier_Silky,Terrier-Silky,Q37524,owl:equivalentClass,REVISED,,rc
Terrier_Skye,Terrier-Skye,Q39052,owl:equivalentClass,REVISED,,rc
Terrier_StaffordshireBull,Terrier-StaffordshireBull,Q39285,owl:equivalentClass,REVISED,,rc
Terrier_WestHighlandWhite,Terrier-WestHighlandWhite,Q17510,owl:equivalentClass,REVISED,,rc
Terrier_Yorkshire,Terrier-Yorkshire,Q39330,owl:equivalentClass,REVISED,,rc
Territory_UK,Territory-UK,Q46395,owl:equivalentClass,REVISED,,rc
Territory_US,Territory-US,Q852446,owl:equivalentClass,REVISED,,rc
Terrorism_Topic,Terrorism,Q7283,owl:equivalentClass,REVISED,,rc
TerroristSuicideBombing,SuicideBombing,Q18493502,owl:equivalentClass,REVISED,,rc
TerroristTrainingCamp_Organization,TerroristTrainingCamp-Organization,Q2405521,owl:equivalentClass,REVISED,,rc
Tertiary_GeologicalPeriod,Tertiary-GeologicalPeriod,Q188645,owl:equivalentClass,REVISED,,rc
TertiarySectorServices,TertiarySectorService,Q55638,owl:equivalentClass,REVISED,,kko
Test_Assessment,Tests,Q27318,owl:equivalentClass,REVISED,,rc
Testifying,Testimony,Q1196258,owl:equivalentClass,REVISED,,rc
Testudines,Turtle,Q223044,owl:equivalentClass,REVISED,,rc
Testudinidae,Tortoise,Q46360,owl:equivalentClass,REVISED,,rc
Tetanus_Bacterium,Tetanus-Bacterium,Q309471,owl:equivalentClass,REVISED,,rc
Tethys_TheTitaness,Tethys-TheTitaness,Q184216,owl:equivalentClass,REVISED,,rc
TetonRange_Mountains,TetonRange-Mountains,Q586241,owl:equivalentClass,REVISED,,rc
Tevet_JewishMonth,Tevet-JewishMonth,Q217185,owl:equivalentClass,REVISED,,rc
Texas_State,Texas-State,Q1439,owl:equivalentClass,REVISED,,rc
TexasInterconnectedSystem_ElectricPowerGrid,TexasInterconnectedSystem-ElectricPowerGrid,Q7707775,owl:equivalentClass,REVISED,,rc
ThaiBinh_ProvinceVietnam,ThaiBinh-ProvinceVietnam,Q36497,owl:equivalentClass,REVISED,,rc
ThaiLanguage,ThaiLanguageFamily,Q9217,owl:equivalentClass,REVISED,,rc
ThaiNguyen_ProvinceVietnam,ThaiNguyen-ProvinceVietnam,Q26575,owl:equivalentClass,REVISED,,rc
Thallium_201,IsotopeOfIridium,Q19529,owl:equivalentClass,REVISED,,rc
ThanhHoa_ProvinceVietnam,ThanhHoa-ProvinceVietnam,Q36175,owl:equivalentClass,REVISED,,rc
ThanksgivingHoliday_US,ThanksgivingHoliday-US,Q13959,owl:equivalentClass,REVISED,,rc
Theater_PhysicalStructure,Theater-PhysicalStructure,Q24354,owl:equivalentClass,REVISED,,rc
TheBostonGlobe_TheNewspaper,TheBostonGlobe-TheNewspaper,Q824451,owl:equivalentClass,REVISED,,rc
TheChicagoTribune_TheNewspaper,TheChicagoTribune-TheNewspaper,Q47596,owl:equivalentClass,REVISED,,rc
TheDivineComedy_Poem,TheDivineComedy-Poem,Q40185,owl:equivalentClass,REVISED,,rc
TheEconomist_TheMagazine,TheEconomist-TheMagazine,Q180089,owl:equivalentClass,REVISED,,rc
TheFinancialTimes_TheNewspaper,TheFinancialTimes-TheNewspaper,Q183399,owl:equivalentClass,REVISED,,rc
TheGuardian_TheNewspaper,TheGuardian-TheNewspaper,Q11148,owl:equivalentClass,REVISED,,rc
TheIndustrialAge,Industrialisation,Q202398,owl:equivalentClass,REVISED,,rc
TheisticReligion,Theist,Q620805,owl:equivalentClass,REVISED,,rc
TheJerusalemPost_Newspaper,TheJerusalemPost-Newspaper,Q35438,owl:equivalentClass,REVISED,,rc
ThematicGenre,Geocode,Q483394,owl:equivalentClass,REVISED,,rc
Themis_TheTitaness,Themis-TheTitaness,Q159168,owl:equivalentClass,REVISED,,rc
TheNewYorkTimes_TheNewspaper,TheNewYorkTimes-TheNewspaper,Q9684,owl:equivalentClass,REVISED,,rc
Theorem_Proposition,Theorem-Proposition,Q65943,owl:equivalentClass,REVISED,,rc
ThePresidentsOfTheUnitedStatesOfAmerica_MusicGroup,ThePresidentsOfTheUnitedStatesOfAmerica-MusicGroup,Q176430,owl:equivalentClass,REVISED,,rc
Theraphosidae,Tarantula,Q213383,owl:equivalentClass,REVISED,,rc
Therapoda,Therapod,Q188438,owl:equivalentClass,REVISED,,rc
Therapy,MedicalTreatmentEvent,Q179661,owl:equivalentClass,REVISED,,rc
Thermopause_PlanetEarth,Thermopause-PlanetEarth,Q757229,owl:equivalentClass,REVISED,,rc
Thermos,VacuumFlask,Q23664,owl:equivalentClass,REVISED,,rc
Thermosphere_PlanetEarth,Thermosphere-PlanetEarth,Q178043,owl:equivalentClass,REVISED,,rc
Thesis,Dissertation,Q1266946,owl:equivalentClass,REVISED,,rc
ThessaloniansI_BookOfBible,ThessaloniansI-BookOfBible,Q131115,owl:equivalentClass,REVISED,,rc
ThessaloniansII_BookOfBible,ThessaloniansII-BookOfBible,Q131107,owl:equivalentClass,REVISED,,rc
TheWashingtonPost_TheNewspaper,TheWashingtonPost-TheNewspaper,Q166032,owl:equivalentClass,REVISED,,rc
Thia_TheTitaness,Thia-TheTitaness,Q184232,owl:equivalentClass,REVISED,,rc
Thin_walledBamboo,Thin-walledBamboo,Q7255592,owl:equivalentClass,REVISED,,rc
ThingConformingToKosherDietaryLaws,Kashrut,Q191498,owl:equivalentClass,REVISED,,rc
Thinking,Thought,Q9420,owl:equivalentClass,REVISED,,rc
Third_OrderAdministrativeDivision_Indonesia,Third-OrderAdministrativeDivision-Indonesia,Q26262476,owl:equivalentClass,REVISED,,rc
ThirdOrderAdministrativeDivision_Historical,ThirdOrderAdministrativeDivision,Q13221722,owl:equivalentClass,REVISED,,rc
Thomas_BookOfBible,Thomas-BookOfBible,Q131546,owl:equivalentClass,REVISED,,rc
ThongUnderwear,G-string,Q5426205,owl:equivalentClass,REVISED,,rc
ThoracicVertebra,ThoracicVertebrae,Q578786,owl:equivalentClass,REVISED,,rc
Thorium232,IsotopeOfThorium,Q1895097,owl:equivalentClass,REVISED,,rc
Thoroughfare,Street-Urban,Q83620,owl:equivalentClass,REVISED,,rc
ThracianLanguage,Thraco-PhrygianLanguageFamily,Q36793,owl:equivalentClass,REVISED,,rc
Thraco_PhrygianLanguages,Thraco-PhrygianLanguageFamily,Q36793,owl:equivalentClass,REVISED,,rc
Thrash_ComputerScience,Thrash-ComputerScience,Q2067413,owl:equivalentClass,REVISED,,rc
Three_CentNickel,Three-CentNickel,Q17082793,owl:equivalentClass,REVISED,,rc
Thrombosis_DeepVein,Thrombosis-DeepVein,Q1762339,owl:equivalentClass,REVISED,,rc
Thrush_Bird,Thrush-Bird,Q26050,owl:equivalentClass,REVISED,,rc
Thysanoptera,Thrips,Q185628,owl:equivalentClass,REVISED,,rc
Tiaret_ProvinceAlgeria,Tiaret-ProvinceAlgeria,Q565568,owl:equivalentClass,REVISED,,rc
TibetoBurmanLanguages,Tibeto-BurmanLanguageFamily,Q34064,owl:equivalentClass,REVISED,,rc
Tie_Clothing,NeckTie,Q44416,owl:equivalentClass,REVISED,,rc
TierraDelFuego_TerritoryArgentina,TierraDelFuego-TerritoryArgentina,Q82601,owl:equivalentClass,REVISED,,rc
Tiger_Bengal,Tiger-Bengal,Q80952,owl:equivalentClass,REVISED,,rc
Tiger_Siberian,Tiger-Siberian,Q69581,owl:equivalentClass,REVISED,,rc
Tiger_Sumatran,Tiger-Sumatran,Q191129,owl:equivalentClass,REVISED,,rc
Tilade_ChemicalCpd,Tilade-ChemicalCpd,Q416706,owl:equivalentClass,REVISED,,rc
Timber_FramedHouse,Timber-FramedHouse,Q12020836,owl:equivalentClass,REVISED,,rc
Time_Quantity,Time-Quantity,Q11471,owl:equivalentClass,REVISED,,rc
Time_Topic,Time-Quantity,Q11471,owl:equivalentClass,REVISED,,rc
