id,type,subPropertyOf,domain,range
rc:sabr_person_id,owl:AnnotationProperty,kko:identifiers,rc:BaseballPlayer,xsd:string
rc:saccharomyces_genome_database_id,owl:AnnotationProperty,kko:identifiers,rc:Genome_GIS,xsd:string
rc:sachsische_biografie,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:safsal_coach_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:safsal_player_id,owl:AnnotationProperty,kko:identifiers,rc:BasketballPlayer,xsd:string
rc:sahra_heritage_site_id,owl:AnnotationProperty,kko:identifiers,rc:HistoricalSite,xsd:string
rc:sambafoot_player_id,owl:AnnotationProperty,kko:identifiers,rc:SoccerPlayer,xsd:string
rc:san_id,owl:AnnotationProperty,kko:identifiers,rc:Topic,xsd:string
rc:sandbox_external_identifier,owl:AnnotationProperty,kko:identifiers,rc:TransportationPathSystemType,xsd:string
rc:sandrart_net_artwork_id,owl:AnnotationProperty,kko:identifiers,rc:ArtObject,xsd:string
rc:sandrart_net_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:sandre_id,owl:AnnotationProperty,kko:identifiers,rc:BodyOfWater_Area,xsd:string
rc:sanu_member_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:saskatchewan_register_of_heritage_property_id,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:saxon_academy_of_sciences_member_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:sbn_author_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:scanned_file_on_wikimedia_commons,owl:AnnotationProperty,kko:descriptions,rc:Prose,xsd:string
rc:scar_composite_gazetteer_place_id,owl:AnnotationProperty,kko:identifiers,kko:Places,xsd:string
rc:schema_org_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:schema_version,owl:AnnotationProperty,kko:codes,rc:ConceptualWork,xsd:string
rc:schlafli_symbol,owl:AnnotationProperty,kko:media,rc:GeometricFigure,xsd:string
rc:science_museum_people_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:scn,owl:AnnotationProperty,kko:identifiers,rc:Satellite,xsd:string
rc:scope_dk_film_id,owl:AnnotationProperty,kko:identifiers,rc:ConceptualWork,xsd:string
rc:scope_dk_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:scopus_affiliation_id,owl:AnnotationProperty,kko:identifiers,kko:Organizations,xsd:string
rc:scopus_author_id,owl:AnnotationProperty,kko:identifiers,rc:Author,xsd:string
rc:scopus_eid,owl:AnnotationProperty,kko:identifiers,rc:ShortTermStudy,xsd:string
rc:scopus_source_id,owl:AnnotationProperty,kko:identifiers,rc:PublishedConceptualWork,xsd:string
rc:scoresway_handball_person_id,owl:AnnotationProperty,kko:identifiers,rc:HandballAthlete,xsd:string
rc:scoresway_soccer_person_id,owl:AnnotationProperty,kko:identifiers,rc:SoccerPlayer,xsd:string
rc:scottish_charity_number,owl:AnnotationProperty,kko:identifiers,rc:CharityOrganization,xsd:string
rc:scottish_football_association_player_id,owl:AnnotationProperty,kko:identifiers,rc:SoccerPlayer,xsd:string
rc:scottish_sports_hall_of_fame_athlete_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:screenshot,owl:AnnotationProperty,kko:media,rc:SoftwareObject_Individual,xsd:string
rc:seal_description,owl:AnnotationProperty,kko:descriptions,rc:GeopoliticalEntity,owl:Thing
rc:seal_image,owl:AnnotationProperty,kko:media,kko:Organizations,xsd:string
rc:search_formatter_url,owl:AnnotationProperty,kko:codes,rc:UniformResourceLocator,xsd:string
rc:season_number,owl:AnnotationProperty,kko:identifiers,rc:CalendarSeasonType,xsd:string
rc:seat_number,owl:AnnotationProperty,kko:pointers,rc:EventReservation,xsd:string
rc:seat_row,owl:AnnotationProperty,kko:pointers,rc:EventReservation,xsd:string
rc:seat_section,owl:AnnotationProperty,kko:pointers,rc:EventReservation,xsd:string
rc:second_family_name_in_spanish_name,owl:AnnotationProperty,kko:labels,rc:HomoGenus,owl:Thing
rc:second_hand_songs_artist_id,owl:AnnotationProperty,kko:identifiers,rc:Musician,xsd:string
rc:second_hand_songs_song_id,owl:AnnotationProperty,kko:identifiers,rc:Song,xsd:string
rc:section_verse_paragraph_or_clause,owl:AnnotationProperty,kko:pointers,rc:PropositionalConceptualWork,xsd:string
rc:sectional_view,owl:AnnotationProperty,kko:media,rc:TransportFacility,xsd:string
rc:see_also,owl:AnnotationProperty,kko:relateds,owl:Thing,owl:Thing
rc:seed_number,owl:AnnotationProperty,kko:identifiers,rc:SchoolInstitution_KThrough12,xsd:string
rc:sefaria_id,owl:AnnotationProperty,kko:identifiers,rc:PublishedConceptualWork,xsd:string
rc:sega_8_bit_com_identifier,owl:AnnotationProperty,kko:identifiers,rc:ComputerGameProgram_Graphical,xsd:string
rc:selibr_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:semantic_scholar_author_id,owl:AnnotationProperty,kko:identifiers,rc:Author,xsd:string
rc:semantic_scholar_paper_id,owl:AnnotationProperty,kko:identifiers,rc:PublishedConceptualWork,xsd:string
rc:senat_fr_id,owl:AnnotationProperty,kko:identifiers,rc:ElectedOfficial,xsd:string
rc:sequence_ontology_id,owl:AnnotationProperty,kko:identifiers,rc:OntologyInformationScience,xsd:string
rc:serbian_olympic_committee_athlete_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:serialNumber,owl:AnnotationProperty,kko:identifiers,rc:CommercialProposal,xsd:string
rc:serial_number,owl:AnnotationProperty,kko:identifiers,kko:Products,xsd:string
rc:series_ordinal,owl:AnnotationProperty,kko:pointers,owl:Thing,xsd:string
rc:service_phone,owl:AnnotationProperty,kko:pointers,kko:TertiarySectorServices,xsd:string
rc:service_postal_address,owl:AnnotationProperty,kko:pointers,kko:TertiarySectorServices,xsd:string
rc:service_ribbon_image,owl:AnnotationProperty,kko:media,rc:Medal_Physical,xsd:string
rc:service_sms_number,owl:AnnotationProperty,kko:pointers,kko:TertiarySectorServices,xsd:string
rc:service_url,owl:AnnotationProperty,kko:pointers,kko:TertiarySectorServices,xsd:string
rc:shakeosphere_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:share_catalogue_author_id,owl:AnnotationProperty,kko:identifiers,rc:Author,xsd:string
rc:shared_content,owl:AnnotationProperty,kko:media,rc:OnlineArticle,owl:Thing
rc:sheet_music,owl:AnnotationProperty,kko:media,rc:MusicalText,xsd:string
rc:sherdog_id,owl:AnnotationProperty,kko:identifiers,rc:MartialArtist,xsd:string
rc:sherpa_juliet_id,owl:AnnotationProperty,kko:identifiers,rc:GrantingMoney,xsd:string
rc:shield_image,owl:AnnotationProperty,kko:media,rc:Heraldry,xsd:string
rc:shirat_nashim_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:shironet_artist_id,owl:AnnotationProperty,kko:identifiers,rc:Artist,xsd:string
rc:shironet_song_id,owl:AnnotationProperty,kko:identifiers,rc:Song,xsd:string
rc:shoftim_be_israel_judge_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:short_name,owl:AnnotationProperty,kko:labels,rc:WaterTransportationVehicle,xsd:string
rc:short_track_speed_skater_isu_id,owl:AnnotationProperty,kko:identifiers,rc:SpeedSkater,xsd:string
rc:sic_code,owl:AnnotationProperty,kko:codes,rc:Industry_Localized,xsd:string
rc:sigic_author_id,owl:AnnotationProperty,kko:identifiers,rc:Author,xsd:string
rc:sigic_group_id,owl:AnnotationProperty,kko:identifiers,rc:Musician,xsd:string
rc:sigic_institution_id,owl:AnnotationProperty,kko:identifiers,rc:EntertainmentPerformer,xsd:string
rc:signature,owl:AnnotationProperty,kko:media,kko:Persons,xsd:string
rc:significant_link,owl:AnnotationProperty,kko:pointers,rc:WebPage,xsd:string
rc:significant_links,owl:AnnotationProperty,kko:pointers,rc:WebPage,xsd:string
rc:sikart_id,owl:AnnotationProperty,kko:identifiers,rc:VisualWork,xsd:string
rc:simbad_id,owl:AnnotationProperty,kko:identifiers,rc:AstronomicalObject,xsd:string
rc:simc_place_id,owl:AnnotationProperty,kko:identifiers,rc:PopulatedPlace,xsd:string
rc:sina_weibo_user_id,owl:AnnotationProperty,kko:identifiers,rc:Organization||kko:Persons,xsd:string
rc:sioc_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:sipa_id,owl:AnnotationProperty,kko:identifiers,rc:Building,xsd:string
rc:sipca_code,owl:AnnotationProperty,kko:identifiers,rc:Place_NonAgent_Area,xsd:string
rc:siprojuris_id,owl:AnnotationProperty,kko:identifiers,rc:LegalProfessional,xsd:string
rc:siren_number,owl:AnnotationProperty,kko:identifiers,rc:TransportationCompany_Provider,xsd:string
rc:siret_number,owl:AnnotationProperty,kko:identifiers,rc:LegalCorporation,xsd:string
rc:siruta_code,owl:AnnotationProperty,kko:codes,rc:GeopoliticalEntity,xsd:string
rc:site_of_special_scientific_interest_england_id,owl:AnnotationProperty,kko:identifiers,kko:Places,xsd:string
rc:six_degrees_of_francis_bacon_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:ski_db_skier_id,owl:AnnotationProperty,kko:identifiers,rc:SnowSkier,xsd:string
rc:sku,owl:AnnotationProperty,kko:identifiers,rc:CommercialProposal,xsd:string
rc:skype_username,owl:AnnotationProperty,kko:identifiers,rc:ComputerUser,xsd:string
rc:skyscraper_page_building_id,owl:AnnotationProperty,kko:identifiers,rc:Building,xsd:string
rc:slide_share_username,owl:AnnotationProperty,kko:identifiers,rc:ComputerUser,xsd:string
rc:slovene_cultural_heritage_register_id,owl:AnnotationProperty,kko:identifiers,rc:Monument,xsd:string
rc:slovenska_biografija_id,owl:AnnotationProperty,kko:identifiers,rc:HomoGenus,xsd:string
rc:small_monuments_of_plzen_catalogue_id,owl:AnnotationProperty,kko:identifiers,rc:Monument,xsd:string
rc:smithsonian_american_art_museum_id,owl:AnnotationProperty,kko:identifiers,rc:ArtObject,xsd:string
rc:smithsonian_american_art_museum_person_institution_id,owl:AnnotationProperty,kko:identifiers,kko:Agents,xsd:string
rc:smithsonian_trinomial,owl:AnnotationProperty,kko:codes,rc:HistoricalSite,xsd:string
rc:smithsonian_volcano_id,owl:AnnotationProperty,kko:identifiers,rc:Volcano,xsd:string
rc:snac_ark_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:snap_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:snap_package,owl:AnnotationProperty,kko:identifiers,rc:OpenSourceComputerProgram,xsd:string
rc:snapchat_username,owl:AnnotationProperty,kko:identifiers,kko:Agents,xsd:string
rc:snczi_ipe_dam_id,owl:AnnotationProperty,kko:identifiers,rc:Dam,xsd:string
rc:snczi_ipe_reservoir_id,owl:AnnotationProperty,kko:identifiers,rc:Reservoir,xsd:string
rc:snooker_database_player_id,owl:AnnotationProperty,kko:identifiers,rc:CueSportsAthlete,xsd:string
rc:snooker_org_player_id,owl:AnnotationProperty,kko:identifiers,rc:CueSportsAthlete,xsd:string
rc:snooker_org_tournament_id,owl:AnnotationProperty,kko:identifiers,rc:CueSportsAthlete,xsd:string
rc:soato_id,owl:AnnotationProperty,kko:identifiers,rc:AdministrativeDistrict,xsd:string
rc:soccerbase_manager_id,owl:AnnotationProperty,kko:identifiers,rc:SoccerPlayer,xsd:string
rc:soccerbase_player_id,owl:AnnotationProperty,kko:identifiers,rc:SoccerPlayer,xsd:string
rc:soccerdonna_player_id,owl:AnnotationProperty,kko:identifiers,rc:SoccerPlayer,xsd:string
rc:soccerway_player_id,owl:AnnotationProperty,kko:identifiers,rc:SoccerPlayer,xsd:string
rc:social_science_research_network_id,owl:AnnotationProperty,kko:identifiers,rc:PublishedMaterial,xsd:string
rc:software_help,owl:AnnotationProperty,kko:augments,rc:SoftwareObject_Individual,owl:Thing
rc:software_version_schema,owl:AnnotationProperty,kko:codes,rc:SoftwareObject_Individual,xsd:string
rc:solomon_r_guggenheim_foundation_artwork_id,owl:AnnotationProperty,kko:identifiers,rc:ArtObject,xsd:string
rc:songkick_artist_id,owl:AnnotationProperty,kko:identifiers,rc:Artist,xsd:string
rc:songkick_venue_id,owl:AnnotationProperty,kko:identifiers,rc:Place_NonAgent_Area,xsd:string
rc:sound_cloud_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:soundex,owl:AnnotationProperty,kko:codes,rc:HumanName,xsd:string
rc:soundtrack_collector_id,owl:AnnotationProperty,kko:identifiers,rc:Song,xsd:string
rc:source_code_repository,owl:AnnotationProperty,kko:relateds,rc:ComputerProgram,xsd:string
rc:source_forge_project,owl:AnnotationProperty,kko:identifiers,rc:ComputerProgram,xsd:string
rc:source_website_for_the_property,owl:AnnotationProperty,kko:pointers,owl:Thing,xsd:string
rc:soureh_cinema_film_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:soureh_cinema_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:south_african_municipality_code,owl:AnnotationProperty,kko:identifiers,rc:Municipality,xsd:string
rc:south_australian_football_hall_of_fame_inductee_id,owl:AnnotationProperty,kko:identifiers,rc:FootballPlayer_Australian,xsd:string
rc:south_australian_heritage_register_database_id,owl:AnnotationProperty,kko:identifiers,rc:CulturalHeritage,xsd:string
rc:south_dakota_legislator_id,owl:AnnotationProperty,kko:identifiers,rc:ElectedOfficial,xsd:string
rc:south_dakota_sports_hall_of_fame_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:spanish_biographical_dictionary_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:spanish_boletin_oficial_del_estado_id,owl:AnnotationProperty,kko:identifiers,rc:PublishedConceptualWork,xsd:string
rc:spanish_paralympic_committee_athlete_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:spdx_id,owl:AnnotationProperty,kko:identifiers,rc:License_IBTRights,xsd:string
rc:species_profile_and_threats_database_id,owl:AnnotationProperty,kko:identifiers,rc:OrganismClassificationType,xsd:string
rc:speed_skating_base_eu_id,owl:AnnotationProperty,kko:identifiers,rc:HomoGenus,xsd:string
rc:speed_skating_news_info_speed_skater_id,owl:AnnotationProperty,kko:identifiers,rc:SpeedSkater,xsd:string
rc:speed_skating_stats_speed_skater_id,owl:AnnotationProperty,kko:identifiers,rc:SpeedSkater,xsd:string
rc:speedskating_results_com_speed_skater_id,owl:AnnotationProperty,kko:identifiers,rc:SpeedSkater,xsd:string
rc:spenserians_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:splash,owl:AnnotationProperty,kko:identifiers,rc:MassSpectrometry,xsd:string
rc:spoken_text_audio,owl:AnnotationProperty,kko:media,rc:Story,xsd:string
rc:sport_australia_hall_of_fame_inductee_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:sport_number,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:sportbox_ru_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:sporthorse_data_id,owl:AnnotationProperty,kko:identifiers,rc:Horse,xsd:string
rc:sports_reference_com_college_basketball_coach_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:sports_reference_com_college_basketball_player_id,owl:AnnotationProperty,kko:identifiers,rc:BasketballPlayer,xsd:string
rc:sports_reference_com_college_football_player_id,owl:AnnotationProperty,kko:identifiers,rc:FootballPlayer_American,xsd:string
rc:sports_reference_com_olympic_athlete_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:sports_ru_athlete_id,owl:AnnotationProperty,kko:identifiers,rc:Athlete,xsd:string
rc:spotify_album_id,owl:AnnotationProperty,kko:identifiers,rc:AudioConceptualWork,xsd:string
rc:spotify_artist_id,owl:AnnotationProperty,kko:identifiers,rc:Musician,xsd:string
rc:spotify_track_id,owl:AnnotationProperty,kko:identifiers,rc:VideoConceptualWork,xsd:string
rc:squash_info_player_id,owl:AnnotationProperty,kko:identifiers,rc:SquashPlayer,xsd:string
rc:sratim_id,owl:AnnotationProperty,kko:identifiers,rc:Movie,xsd:string
rc:ssr_place_name_number,owl:AnnotationProperty,kko:identifiers,kko:Places,xsd:string
rc:ssr_written_form_id,owl:AnnotationProperty,kko:identifiers,kko:Places,xsd:string
rc:ssrn_author_id,owl:AnnotationProperty,kko:identifiers,rc:Author,xsd:string
rc:stack_exchange_tag,owl:AnnotationProperty,kko:labels,rc:ComputerProgram,xsd:string
rc:stadel_museum_artist_id,owl:AnnotationProperty,kko:identifiers,rc:Artist,xsd:string
rc:stanford_encyclopedia_of_philosophy_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:star_wars_databank_id,owl:AnnotationProperty,kko:identifiers,rc:Encyclopedia,xsd:string
rc:state_catalogue_of_geographical_names_russia_id,owl:AnnotationProperty,kko:identifiers,kko:AreaRegion||kko:LocationPlace,xsd:string
rc:state_water_register_code_russia,owl:AnnotationProperty,kko:identifiers,rc:BodyOfWater_Area,xsd:string
rc:stated_in,owl:AnnotationProperty,kko:augments,rc:City,owl:Thing
rc:station_code,owl:AnnotationProperty,kko:identifiers,rc:RailroadStation,xsd:string
rc:statistical_service_of_cyprus_geocode,owl:AnnotationProperty,kko:codes,rc:PopulatedPlace,xsd:string
rc:statistics_canada_geographic_code,owl:AnnotationProperty,kko:codes,kko:AreaRegion||kko:LocationPlace,xsd:string
rc:statistics_indonesia_ethnicity_code,owl:AnnotationProperty,kko:identifiers,rc:PersonTypeByEthnicity,xsd:string
rc:statoids_id,owl:AnnotationProperty,kko:identifiers,kko:Places,xsd:string
rc:steam_application_id,owl:AnnotationProperty,kko:identifiers,rc:MediaProduct,xsd:string
rc:step,owl:AnnotationProperty,kko:lists,rc:InstructionalWork,owl:Thing
rc:steps,owl:AnnotationProperty,kko:lists,rc:InstructionalWork,xsd:string
rc:stereo_ve_mono_artist_id,owl:AnnotationProperty,kko:identifiers,rc:Artist,xsd:string
rc:store_norske_leksikon_id,owl:AnnotationProperty,kko:identifiers,rc:Encyclopedia,xsd:string
rc:storting_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:streaming_media_url,owl:AnnotationProperty,kko:pointers,rc:PublishedConceptualWork,xsd:string
rc:street_address,owl:AnnotationProperty,kko:pointers,rc:MailingAddress,xsd:string
rc:street_key,owl:AnnotationProperty,kko:identifiers,rc:Street_Generic,xsd:string
rc:street_number,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:structurae_person_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:structurae_structure_id,owl:AnnotationProperty,kko:identifiers,rc:FixedStructure,xsd:string
rc:student_register_of_the_university_of_helsinki_id_1640_1852,owl:AnnotationProperty,kko:identifiers,rc:Student,xsd:string
rc:student_register_of_the_university_of_helsinki_id_1853_1899,owl:AnnotationProperty,kko:identifiers,rc:Student,xsd:string
rc:stuttgart_database_of_scientific_illustrators_id,owl:AnnotationProperty,kko:identifiers,rc:AudioConceptualWork,xsd:string
rc:stw_thesaurus_for_economics_id,owl:AnnotationProperty,kko:identifiers,rc:Thesaurus,xsd:string
rc:subreddit,owl:AnnotationProperty,kko:identifiers,rc:Topic,xsd:string
rc:subtitle,owl:AnnotationProperty,kko:descriptions,rc:ConceptualWork,xsd:string
rc:sudoc_authorities_id,owl:AnnotationProperty,kko:identifiers,owl:Thing,xsd:string
rc:sudoc_editions,owl:AnnotationProperty,kko:identifiers,rc:PublishedConceptualWork,xsd:string
rc:summit_post_mountain_id,owl:AnnotationProperty,kko:identifiers,rc:Mountain,xsd:string
rc:suncat_id,owl:AnnotationProperty,kko:identifiers,rc:PublishedConceptualWork,xsd:string
rc:sunshine_tour_golf_player_id,owl:AnnotationProperty,kko:identifiers,rc:Golfer,xsd:string
rc:supermodels_nl_id,owl:AnnotationProperty,kko:identifiers,kko:Persons,xsd:string
rc:sure_ch_embl_id,owl:AnnotationProperty,kko:identifiers,rc:ChemicalCompoundTypeByChemicalSpecies,xsd:string
rc:surfline_id,owl:AnnotationProperty,kko:identifiers,rc:Surfer,xsd:string
rc:surman_id,owl:AnnotationProperty,kko:identifiers,rc:Cleric,xsd:string
